0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.600886,0.030799,0.030404,0.022392,0.016105,0.028590,0.025278,0.020218,0.023006,0.015880
2.458858,0.075714,0.055651,0.075617,0.067739,0.092309,0.056251,0.054780,0.065759,0.067089
6.609830,0.057275,0.091475,0.082604,0.071480,0.092450,0.054937,0.055113,0.059395,0.049258
5.570287,0.080570,0.054165,0.062638,0.044816,0.080304,0.047256,0.053064,0.047761,0.048083
4.746249,0.052564,0.045340,0.062457,0.056747,0.090856,0.044647,0.052634,0.042338,0.059921
5.178024,0.053168,0.054428,0.072808,0.039648,0.065541,0.051104,0.048856,0.043236,0.049002
5.898642,0.607977,0.156625,0.180558,0.091319,0.135862,0.090696,0.056123,0.067481,0.059774
10.151465,0.515124,0.119302,0.225539,0.066224,0.099958,0.059302,0.042919,0.055530,0.056941
12.115073,0.241796,0.103025,0.096652,0.078346,0.106679,0.069250,0.064895,0.061633,0.073349
8.142396,0.292863,0.149224,0.107882,0.062494,0.077856,0.061216,0.053268,0.040121,0.045610
22.496453,0.222624,0.185651,0.236387,0.068594,0.077375,0.053471,0.058590,0.066231,0.058877
40.925018,0.318635,0.145311,0.089051,0.073705,0.112904,0.079376,0.064252,0.060628,0.084860
35.242374,0.447412,0.182491,0.190313,0.084170,0.083564,0.060318,0.063156,0.040967,0.041395
88.270461,4.443594,1.502003,1.197738,0.709785,0.380065,1.722765,0.270553,0.097773,0.085390
53.052109,1.474578,0.575019,1.558583,0.629512,0.259986,1.493232,0.289455,0.080645,0.081100
11.792426,0.567408,0.153197,0.130138,0.066681,0.078926,0.036400,0.041583,0.035467,0.039262
9.872171,0.642059,0.185242,0.176157,0.075663,0.084814,0.048072,0.049843,0.044094,0.037308
10.752575,0.544721,0.212370,0.137712,0.082151,0.133426,0.068556,0.082318,0.080281,0.082019
13.994493,0.914888,0.773120,0.499054,0.312827,0.264780,0.165671,0.064020,0.084310,0.081666
27.170079,70.196846,6.126515,14.394696,2.848416,1.202337,0.889285,0.463545,0.503245,0.219912
74.777810,135.264571,13.684662,8.366995,7.201511,3.427654,2.686843,2.080665,3.273869,5.797034
68.438445,18.446835,2.906289,4.130393,1.981589,3.350907,8.422869,3.221251,0.857172,0.462702
321.458132,94.744405,27.916629,6.611918,4.608956,5.981955,2.929463,2.354758,2.339171,2.150226
118.906985,101.502078,16.951361,7.050394,7.305840,5.464996,3.017154,1.792053,0.730262,0.367437
9.366336,0.953946,0.626878,0.515679,0.255565,0.251433,0.169071,0.081653,0.096270,0.085156
77.010632,92.909273,5.579170,7.239126,3.049358,1.421472,1.393176,0.670770,0.467767,0.278257
98.729952,27.940919,6.549702,1.400590,0.968738,0.677849,0.766558,0.207679,0.125559,0.130878
108.406517,51.344752,7.029263,2.456145,1.665434,0.738719,0.522974,0.204189,0.232828,0.123740
9.961039,1.147692,0.472353,0.528506,0.275384,0.200014,0.169421,0.048569,0.066975,0.071475
11.038084,1.979408,0.705426,0.715675,0.391550,0.309729,0.242682,0.107715,0.098805,0.077881
13.645937,0.809715,0.420281,0.430341,0.247624,0.197675,0.127765,0.091331,0.096911,0.094758
166.985124,136.381413,10.668544,11.797805,6.918521,3.460569,2.211988,2.000807,1.091075,0.628730
260.475207,101.399465,7.714621,8.531163,4.015964,3.040220,2.037603,4.310386,4.108761,3.149130
124.550678,133.200666,24.544357,5.548552,4.890920,2.986506,2.126385,3.173271,5.436103,3.208102
7.686281,1.511950,0.845199,0.811501,0.417604,0.275275,0.193735,0.086512,0.120539,0.089824
211.368558,32.921514,81.423030,17.872045,6.262510,13.434883,7.235275,3.530886,1.325031,1.073002
435.589746,225.520888,19.415491,21.169505,11.907863,19.195468,5.994043,4.853467,3.879826,1.538936
64.042199,25.275859,2.885734,1.683850,3.175807,1.127078,0.877941,0.515400,0.311700,0.392807
90.438683,230.008680,19.181355,14.222673,9.463912,8.326100,4.967178,2.955794,2.438050,1.732009
197.161670,316.720130,18.828967,18.918674,7.851630,4.777579,3.255102,1.882073,0.951380,0.972760
112.179476,266.331288,95.269742,19.826374,8.649856,11.025896,6.052587,3.670019,3.358972,3.257608
